Type,TypeName,Date,Title,AppropriatePrice,Investment opinion,Offer,File
서비스업,NAVER,2018.01.04,이미지와 음성 검색 기반 경쟁력 향상,"1,050,000원",매수,HI투자증권,[03204006]_035420.pdf
서비스업,NAVER,2017.10.27,단기 재무성과와 미래 성장가능성을 모두 확인,"1,000,000원",매수,SK증권,C003_UNIT_20171026120858_2500050.pdf
서비스업,NAVER,2017.10.27,순조로욲 기술플랫폼으로의 젂홖,"1,050,000원",매수,키움증권,171027_NAVER.pdf
서비스업,NAVER,2017.10.18,DEVIEW 2017 후기,"1,050,000원",매수,HI투자증권,[17203528]_035420.pdf
서비스업,NAVER,2017.07.28,성장을 위한 투자 지속,-원,매수,메리츠종금증권,20170728071842_4650.pdf
서비스업,NAVER,2017.07.28,좋은 기업과 좋은 주식의 gap 메꾸기 과정 기대,-원,매수,HI투자증권,[27185802]_0354200.pdf
서비스업,NAVER,2017.07.28,기술플랫폼으로의 성장을 위한 준비,-원,매수,키움증권,170728_NAVER0.pdf
서비스업,NAVER,2017.07.27,콘텐츠 사업의 아쉬운 실적,-원,매수,HI투자증권,[26201908]_0354201.pdf
서비스업,NAVER,2017.06.27,기술 기반 플랫폼 선점 기대,-원,매수,HI투자증권,[27081822]_035420.pdf
서비스업,NAVER,2017.01.31,"양호한 네이버, 부진한 라인 ","910,000 원",매수,SK증권,C003_UNIT_20170126112934_2500050.pdf
서비스업,NAVER,2016.12.14,"광고, 이보다 더 좋을 순 없다!","1,100,000원",매수,메리츠종금증권,NAVER_1612140.pdf
서비스업,NAVER,2016.10.28,광고 호조속에 콘텐츠 부문의 반등이 필요한 시점,"980,000원",매수,SK증권,NAVER_161028.pdf
서비스업,NAVER,2016.10.05,광고가 이끄는 실적개선,"980,000 원",매수,SK증권,I001_20160928155757_2500050.pdf
서비스업,NAVER,2016.07.29,라인의 호조와 그 이후의 성장스토리,"830,000 원",매수,SK증권,C003_UNIT_20160728131334_2500050.pdf
서비스업,NAVER,2016.06.13,7 월 LINE 상장 공식화,"780,000원",매수,SK증권,NAVER3.pdf
서비스업,NAVER,2016.04.29,광고플랫폼으로의 매력 확대,"780,000원",매수,SK증권,NAVER2.pdf
서비스업,NAVER,2016.01.29,비용증가에도 플랫폼 경쟁력은 유효,"780,000원",매수,SK증권,NAVER1.pdf
서비스업,NAVER,2016.01.08,광고 플랫폼으로의 매력 확대,"780,000원",매수,SK증권,NAVER0.pdf
서비스업,엔씨소프트,2021.11.12,"나도 할 수 있다, 'NFT'","920,000원",매수,메리츠증권,600955.pdf
서비스업,엔씨소프트,2021.11.12,"NFT,P2E의 원조가 나섰다 ","1,100,000원",매수(유지),유안타증권,20211111152052707_1.pdf
서비스업,엔씨소프트,2021.09.06,끝날 때까지 끝난게 아니다,"920,000원",매수,메리츠증권,597364.pdf
서비스업,엔씨소프트,2021.08.12,세대확장 해외진출,"1,100,000원",매수(유지),유안타증권,20210811164230273_1.pdf
서비스업,엔씨소프트,2021.08.12,리니지W를 통해 새로운 글로벌BM 공개 예정 ,"1,300,000원",매수(유지),키움증권,210812_엔씨소프트.pdf
서비스업,엔씨소프트,2021.05.11,"저점 확인, 오를 일만 남았다","1,200,000원",매수,메리츠증권,589228.pdf
서비스업,엔씨소프트,2021.05.11,모두의 '블소 2',"1,200,000원",매수(유지),유안타증권,20210510162531320_1.pdf
서비스업,엔씨소프트,2021.05.11,부진한 실적보다 신규게임 런칭에 주목,"1,200,000원",매수,하나금융투자,0511_NC_final.pdf
서비스업,엔씨소프트,2021.04.22,"1Q21 Preview, 리니지M, 블소2 ","1,200,000원",매수(유지),유안타증권,20210421101503690_4.pdf
서비스업,엔씨소프트,2021.03.31,"해외 매출 부진과 신작 지연, 인건비 증가로 1Q21 실적 컨센서스 미달 전망","1,050,000원",매수(유지),SK증권,585781.pdf
서비스업,엔씨소프트,2021.02.08,약속은 지켰다,"1,300,000원",매수(유지),DB금융투자,20210208_036570_180337_151.pdf
서비스업,엔씨소프트,2021.02.08,Coming soon! ,"1,200,000원",매수(유지),유안타증권,20210205190909890_1.pdf
서비스업,엔씨소프트,2021.02.08,예열이 시작된 엔씨표 IP게임들,"1,300,000원",매수(유지),키움증권,210208_엔씨소프트.pdf
서비스업,엔씨소프트,2021.02.08,주가 100 만원의 의미,"1,300,000원",매수,메리츠증권,582415.pdf
서비스업,엔씨소프트,2021.02.08,공격적인 시장 확대 의지 재확인,"1,250,000원",매수(유지),SK증권,582401.pdf
서비스업,엔씨소프트,2021.02.08,봄날을 만끽하다,"1,350,000원",매수,하나금융투자,ncsoft_0208_.pdf
서비스업,엔씨소프트,2021.01.14,단연 돋보이는 상반기 신작 모멘텀,"250,000원",매수(유지),SK증권,580302.pdf
서비스업,엔씨소프트,2021.01.08,신작 출시 및 지역 확장 모멘텀 고조,"1,300,000원",매수(유지),DB금융투자,20210108_036570_180337_144.pdf
서비스업,엔씨소프트,2020.12.09,예상된 호재와 예상하지 못한 호재,"1,020,000원",매수,하나금융투자,201209_NCsoft_0.pdf
서비스업,엔씨소프트,2020.12.01,2020년 보다 최소 4개 게임매출이 더 있다,"1,120,000원",매수(유지),유안타증권,20201120111000743_4.pdf
서비스업,엔씨소프트,2020.11.30,역대급 신작 라인업과 무한한 확장성 기대,"1,100,000원",매수(유지),SK증권,577452.pdf
서비스업,엔씨소프트,2020.11.17,블소2 출시까지 얼마 남지 않았다,"1,200,000원",매수(유지),DB금융투자,20201117_036570_180337_140.pdf
서비스업,엔씨소프트,2020.08.14,2Q 과금 완급조절로 부진. 3Q 실적 반등. 4Q 신작 모멘텀,"1,200,000원",매수(유지),SK증권,568713.pdf
서비스업,엔씨소프트,2020.08.14,이용자 확대 ,"1,120,000원",매수,유안타증권,20200813191011947_1.pdf
서비스업,엔씨소프트,2020.08.14,부진한 2Q였지만 연말 축포를 기대,"1,100,000원",매수(유지),키움증권,200814_엔씨소프트.pdf
서비스업,엔씨소프트,2020.08.14,기대감 가득한 4분기,"1,020,000원",매수,하나금융투자,ncsoft_0814_1.pdf
서비스업,엔씨소프트,2020.07.13,히반기도 엔씨소프트!,"1,200,000원",매수(유지),DB금융투자,20200713_036570_180337_117.pdf
서비스업,엔씨소프트,2020.06.30,멀티플 확장 구간인 대장주,"1,200,000원",매수(유지),한화투자증권,564582.pdf
서비스업,엔씨소프트,2020.06.22,아직도 싸다,"1,120,000원",매수,유안타증권,20200619143221423_4.pdf
서비스업,엔씨소프트,2020.05.13,견고한 쌍두마차에 신작 모멘텀도 변동 없음,"900,000원",매수(유지),키움증권,200513_엔씨소프트.pdf
서비스업,엔씨소프트,2020.05.13,희소식,"920,000원",매수(유지),하나금융투자,NCSOFT_0513_3.pdf
서비스업,엔씨소프트,2020.04.29,‘리니지2M’ 미디어 간담회 ‘The Next Chronicle’ ,-원,-,메리츠종금증권,enc.pdf
서비스업,엔씨소프트,2020.03.05,위기에 돋보이는 안전자산,"820,000원",매수,메리츠종금증권,20200304182003415K_02.pdf
서비스업,엔씨소프트,2020.02.13,탄탄한 수익창출 능력,"770,000원",매수,메리츠종금증권,20200212180004044K_02.pdf
서비스업,엔씨소프트,2020.02.13,견인차 역할을 할 리니지2M,"820,000원",매수,키움증권,200212_엔씨소프트.pdf
서비스업,엔씨소프트,2020.02.13,함포고복(含哺鼓腹),"740,000원",매수,하나금융투자,NCSOFT_0213_1.pdf
서비스업,엔씨소프트,2020.01.28,목표주가 상향,"800,000원",매수,DB금융투자증권,20200128_036570_180337_90.pdf
서비스업,엔씨소프트,2020.01.15,성공 History는 이어진다,"770,000원",매수,키움증권,200115_엔씨소프트.pdf
서비스업,엔씨소프트,2020.01.07,두개의 서프라이즈,"680,000원",매수,유안타증권,20200106141006943_1.pdf
서비스업,엔씨소프트,2019.11.15,성공 History에 대한 상기가 필요할 때,"650,000원",매수,키움증권,191115_엔씨소프트.pdf
서비스업,엔씨소프트,2019.11.15,Cannibal 은 짧으나 Carnival 은 길다,"710,000원",매수,SK증권,C003_UNIT_20191114100138_2502083.pdf
서비스업,엔씨소프트,2019.11.07,리니지2m의 포텐 계산,"680,000원",매수,유안타증권,20191105192815773_1.pdf
서비스업,엔씨소프트,2019.10.18,리니지2M 출시 임박,"690,000원",매수,DB금융투자증권,20191018_036570_180337_64.pdf
서비스업,엔씨소프트,2019.09.10,Purple and Global,"740,000원",매수(유지),하나금융투자,NCsoft_0910.pdf
서비스업,엔씨소프트,2019.09.06,Building on Blockbuster Franchise,"700,000원",매수,메리츠종금증권,20190905184300969K_02.pdf
서비스업,엔씨소프트,2019.08.05,"견고한 리니지M, 시작하는 리니지2M 모멘텀!","650,000원",매수,키움증권,190805_엔씨소프트.pdf
서비스업,엔씨소프트,2019.08.05,"든든한 실적, 기대되는 하반기","600,000원",매수,하나금융투자,NCsoft_0805_1.pdf
서비스업,엔씨소프트,2019.08.05,예측가능해진 성장,"680,000원",매수,유안타증권,20190802175257130_1.pdf
서비스업,엔씨소프트,2019.07.16,기존 매출 견조 + 신작 기대감 UP,"690,000원",매수,DB증권,20190716_036570_180337_39.pdf
서비스업,엔씨소프트,2019.05.13,멀리 보는 새가 높이 난다,"550,000원",매수,메리츠종금증권,20190513071526269K_02.pdf
서비스업,엔씨소프트,2019.05.13,1 분기 저점으로 점진적인 실적 개선 전망,"600,000원",매수,SK증권,C003_UNIT_20190510120140_2500050.pdf
서비스업,엔씨소프트,2019.05.13,향후 실적 및 신작에 주목,"690,000원",매수,DB증권,20190513_036570_180337_29.pdf
서비스업,엔씨소프트,2019.05.13,"일시적인 1Q부진, 2Q 반등은 확실","630,000원",매수,키움증권,190513_엔씨소프트.pdf
서비스업,엔씨소프트,2019.05.13,안정 성장 진입,"680,000원",매수,유안타증권,20190510104117387_1.pdf
서비스업,엔씨소프트,2019.04.23,"2분기부터 실적 UP, 기대감 UP","690,000원",매수,DB증권,20190423_036570_180337_26.pdf
서비스업,엔씨소프트,2019.02.13,리니지M의 견고함만 바라보자,"600,000원",매수(유지),키움증권,190213_엔씨소프트.pdf
서비스업,엔씨소프트,2019.02.13,항상 있었던 일이긴 하지만,"600,000원",매수(유지),유안타증권,20190212185842903_1.pdf
서비스업,엔씨소프트,2019.02.13,변수,"600,000원",매수(유지),하나금융투자,0213_NCsoft_1.pdf
서비스업,엔씨소프트,2019.02.13,"출시지연 아쉽지만, 조정은 '기회'","550,000원",매수(유지),메리츠종금증권,20190212200923646K_02.pdf
서비스업,엔씨소프트,2019.01.22,안정성을 바탕으로 점진적 성장 기대,"600,000원",매수(유지),키움증권,190122_엔씨소프트.pdf
서비스업,엔씨소프트,2019.01.14,명품 IP 의 활약,"580,000원",매수,HI투자증권,[13132512]_036570.pdf
서비스업,엔씨소프트,2018.12.14,리니지 M 의 호조와 신작 기대감의 앙상블,"600,000원",매수,SK증권,C003_UNIT_20181213152836_2500050.pdf
서비스업,엔씨소프트,2018.12.13,"양수겸장 : 견조한 기존게임, 신규게임에 대한 기대","640,000원",매수(유지),하나금융투자,181213_NCsoft_1.pdf
서비스업,엔씨소프트,2018.12.03,2018 응축된 힘이 2019에 터진다,"600,000원",매수(유지),유안타증권,20181120084714347_4.pdf
서비스업,엔씨소프트,2018.11.12,"신작과 주가, 기다리기만 하면 된다","580,000원",매수(유지),HI투자증권,[09194829]_036570.pdf
서비스업,엔씨소프트,2018.11.12,리니지M의 유지력 과시,"550,000원",매수(유지),키움증권,181112_엔씨소프트.pdf
서비스업,엔씨소프트,2018.11.12,2019년이 빨리 왔으면,"600,000원",매수(유지),유안타증권,20181109143303390_1.pdf
서비스업,엔씨소프트,2018.11.12,"3Q18 실적, 기대치 상회","550,000원",매수(유지),메리츠종금증권,20181111130803760K_02.pdf
서비스업,엔씨소프트,2018.08.16,"안정적 성과 구현, 하반기 과제는 리니지M 유지","470,000원",매수,키움증권,180816_엔씨소프트.pdf
서비스업,엔씨소프트,2018.08.16,장인의 정신,"450,000원",매수,유안타증권,20180814144715080_1.pdf
서비스업,엔씨소프트,2018.08.16,폭염 속 단비 같은 신작 자신감,"505,000원",매수,HI투자증권,Company_NCSOFT(Initiation)-180816.pdf
서비스업,엔씨소프트,2018.08.16,가까이 하기엔 너무 먼 당신,"420,000원",매수,하나금융투자,기업브리프-한화케미칼-20180816.pdf
서비스업,엔씨소프트,2018.08.16,19년 신작 라인업에 주목,"480,000원",매수,SK증권,C003_UNIT_20180814094138_2500050.pdf
서비스업,엔씨소프트,2018.08.16,신작 모멘텀은 4Q18부터 ,"430,000원",매수,DB증권,20180816_036570_101033_1064.pdf
서비스업,엔씨소프트,2018.08.16,"Lineage, 20년 클래스의 위엄","480,000원",매수,메리츠종금증권,20180816073052317K_02.pdf
서비스업,엔씨소프트,2018.07.17,아직은 멀리 있는 신작,"430,000원",Hold,DB증권,20180717_036570_101033_1054.pdf
서비스업,엔씨소프트,2018.07.16,신작 부재 속 분할 매수 권고,"505,000원",매수(유지),HI투자증권,[15194422]_036570.pdf
서비스업,엔씨소프트,2018.07.12,시간이 지나갈수록 성장의 시기는 다가온다,"470,000원",매수(유지),키움증권,180712_엔씨소프트.pdf
서비스업,엔씨소프트,2018.07.03,2Q18 Preview: 기대와 우려의 공존,"400,000원",매수,한국투자증권,NCsoft_2Q18Preview_180702_FF_compl_2.pdf
서비스업,엔씨소프트,2018.05.11,기대작은 19년으로 ,"430,000원",매수,DB증권,20180511_036570_101033_1038.pdf
서비스업,엔씨소프트,2018.05.11,올해는 신작이 없다 ,"450,000원",매수(유지),유안타증권,20180510165336890_1.pdf
서비스업,엔씨소프트,2018.05.11,‘리니지’로 충분한 2018년,"480,000원",매수,메리츠종금증권,20180510171914977K_02.pdf
서비스업,엔씨소프트,2018.05.11,아쉬운 신작의 지연,"505,000원",매수,HI투자증권,[10231330]_036570.pdf
서비스업,엔씨소프트,2018.05.11,1분기 실적은 예상을 하회했으나 리니지M의 고객충성도 고무적,"380,000원",매수,하나금융투자,ncsoft_180511_1.pdf
서비스업,엔씨소프트,2018.05.11,리니지M의 성과에 비해 기대작의 부재는 아쉬워,"470,000원",매수,키움증권,180511_엔씨소프트.pdf
서비스업,엔씨소프트,2018.05.11,예상보다 더 늦어진 신작 출시 시점,"400,000원",매수,한국투자증권,180511_NCsoft.pdf
서비스업,엔씨소프트,2018.05.11,신작 모멘텀 둔화에도 18 년 안정적 성장 기조는 유효,"480,000원",매수,SK증권,C003_UNIT_20180510104537_2500050.pdf
서비스업,엔씨소프트,2018.03.27,경쟁작 출시가 두렵지 않다.,"560,000원",매수,한국투자증권,180326_NCsoft_note.pdf
서비스업,엔씨소프트,2018.02.08,신작 출시까지는 조금 더 기다려야 할 때 ,"605,000원",매수(유지),HI투자증권,엔씨.pdf
서비스업,엔씨소프트,2018.02.08,신작 출시로 연간 실적 개선 가능성 높음 ,"540,000원",매수,SK증권,C003_UNIT_20180207155914_2500050.pdf
서비스업,엔씨소프트,2018.02.08,리니지M의 유지력으로 끌고 나간다 ,"530,000원",매수(유지),키움증권,180208_엔씨소프트.pdf
서비스업,엔씨소프트,2018.02.08,신작 출시로 연간 실적 개선 가능성 높음 ,"540,000원",매수,SK증권,C003_UNIT_20180207155914_2500050.pdf
서비스업,엔씨소프트,2018.01.19,2018년은 해외 성과가 가장 중요,"530,000원",매수,키움증권,180119_엔씨소프트.pdf
서비스업,엔씨소프트,2017.11.10,4분기 리니지m의 매출 감소는 제한적일 전망,"540,000원",매수,SK증권,C003_UNIT_20171109125256_2500050.pdf
서비스업,엔씨소프트,2017.11.10,2018년을 준비하자.,"550,000원",매수,메리츠종금증권,20171109181237105K_02.pdf
서비스업,엔씨소프트,2017.11.10,MMORPG의 큰 그림은 이제 시작,"530,000원",매수,키움증권,171110_엔씨소프트.pdf
서비스업,엔씨소프트,2017.09.20,롱런의 시그널,"550,000원",매수,메리츠종금증권,20170919134103703K_02.pdf
서비스업,엔씨소프트,2017.09.06,"견고한 리니지M, 콘텐츠 업데이트로 경쟁우위","530,000원",매수,키움증권,170906_엔씨소프트.pdf
서비스업,엔씨소프트,2017.08.08,PC에 대한 충격보다 모바일에서의 성과가 더 커,"530,000원",매수,키움증권,170808_엔씨소프트.pdf
서비스업,엔씨소프트,2017.08.08,청개구리 투자 심리가 돌아선다.,"510,000원",매수,HI투자증권,[08081807]_036570.pdf
서비스업,엔씨소프트,2017.08.08,3분기가 중요한 시점,"450,000원",매수,메리츠종금증권,[엔씨소프트_170808_f]김동희_490_기업분석_엔씨소프트.pdf
서비스업,엔씨소프트,2017.08.08,"깊었던 골, 높아질 산","540,000원",매수,SK증권,C003_UNIT_20170807110249_2500050.pdf
서비스업,엔씨소프트,2017.07.13,"청불 리니지 m, 안드로이드 매출순위 1 위 등극","540,000원",매수,SK증권,C003_UNIT_20170711163319_2500050.pdf
서비스업,엔씨소프트,2017.07.12,개인거래 활성화가 진짜다,"530,000원",매수,키움증권,170712_엔씨소프트.pdf
서비스업,엔씨소프트,2017.06.28,기대보다 높은 '리니지M'의 일매출액이 주가 흐름 결정,"510,000원",매수,HI투자증권,[27191650]_036570.pdf
서비스업,엔씨소프트,2017.06.22,"‘리니지M’, 기대만큼 성공할 것","450,000 원",매수,메리츠종금증권,[엔씨소프트_170621]김동희_375_기업분석_인터넷_SW.pdf
서비스업,엔씨소프트,2017.05.15,성장성에 대하여 초점을 맞추자,"400,000원",OutPerform,키움증권,170515_엔씨소프트.pdf
서비스업,엔씨소프트,2017.05.12,모바일로 무게중심 이동 ,"470,000원",매수,HI투자증권,[11234430]_036570.pdf
서비스업,엔씨소프트,2017.05.12,"‘리니지M’, 정상(the Summit)이 코앞 ","450,000원",매수,메리츠종금증권,20170512070714_285.pdf
서비스업,엔씨소프트,2017.05.12,쉬어간1분기. 연간 실적개선 전망은 변화없음 ,"440,000원",매수,SK증권,C003_UNIT_20170511095403_2500050.pdf
서비스업,엔씨소프트,2017.04.14,2017년 최고 기대작 출시 시동 ,"400,000원",OutPerform,키움증권,170414_엔씨소프트.pdf
서비스업,엔씨소프트,2017.02.21,"IP비지니스, 자체개발에 이어 퍼블리싱까지 성공","400,000원",StrongBuy,NH투자증권,NH투자20170221엔씨소프트.pdf
서비스업,엔씨소프트,2017.02.08,"모바일을 통한 성장성 확인, 아쉬운 신작 지연","340,000원",매수,키움증권,170208_엔씨소프트.pdf
서비스업,엔씨소프트,2017.02.08,리니지의 힘 재확인 ,"370,000 원",매수,SK증권,C003_UNIT_20170207135153_2500050.pdf
서비스업,엔씨소프트,2017.02.08,2017 성공방정식,400000 원,매수,메리츠종금증권,20170208072217_177.pdf
서비스업,엔씨소프트,2017.02.08,그대여 아무 걱정하지 말아요,"400,000원",매수,NH투자증권,NH투자20170208엔씨소프트.pdf
서비스업,엔씨소프트,2017.01.13,올해 기대되는 성적표,"330,000원",매수,키움증권,170113_엔씨소프트.pdf
서비스업,엔씨소프트,2016.12.22,4분기 실적은 시작에 불과,"400,000원",매수,NH투자증권,엔씨소프트_161222.pdf
서비스업,엔씨소프트,2016.12.12,리니지RK를 통해 확인된 모바일 성장 가능성,"330,000원",매수,키움증권,161212_엔씨소프트.pdf
서비스업,엔씨소프트,2016.12.08,탐방 note: ‘리니지RK time’ ,"350,000원",매수,메리츠종금증권,엔씨소프트_161208.pdf
서비스업,엔씨소프트,2016.12.02,숲을 보자,"350,000원",매수,SK증권,엔씨소프트_151202.pdf
서비스업,엔씨소프트,2016.11.11,4분기부터 본격적인 수익성 개선 전망,"350,000원",매수,SK증권,엔씨소프트_161111.pdf
서비스업,엔씨소프트,2016.11.11,미래 동력이 될 신규 라인업 다수 보유,"370,000원",매수,키움증권,엔씨소프트_1611110.pdf
서비스업,엔씨소프트,2016.10.11,글로벌 온라인게임 리더들에 대한 재평가,"370,000원",매수,키움증권,161011_엔씨소프트.pdf
서비스업,엔씨소프트,2016.10.05,관심은 4 분기로,"350,000 원",매수,SK증권,I001_20160928161924_2500050.pdf
서비스업,엔씨소프트,2016.08.12,리니지의 힘! IP파워로 하반기 드라이브,"300,000원",매수,키움증권,160812_엔씨소프트.pdf
서비스업,엔씨소프트,2016.08.12,기대치 상회한 호실적과 하반기 신작 기대감 확대,"310,000 원",매수,SK증권,C003_UNIT_20160811115556_2500050.pdf
서비스업,엔씨소프트,2016.07.13,무난할 것으로 예상되는 실적,"310,000 원",매수,SK증권,I001_20160708140645_2500050.pdf
서비스업,엔씨소프트,2016.05.16,"의미 있는 해외확장, 퍼블리셔로서 성장 중","300,000원",매수,키움증권,160516_엔씨소프트.pdf
서비스업,엔씨소프트,2016.05.16,양호한 실적과 하반기 기대감 확대,"290,000원",매수,SK증권,엔씨소프트6.pdf
서비스업,엔씨소프트,2016.03.14,"블소 모바일의 중국 내 성과, 유일무이","340,000원",매수,키움증권,160314_엔씨소프트.pdf
서비스업,엔씨소프트,2016.02.12,"긍정적인 블소의 성장세, 모바일 성과만 남았다","300,000원",매수,키움증권,160212_엔씨소프트.pdf
서비스업,엔씨소프트,2016.02.12,안정적 실적에 신작이 가세하게 될 2016 년,"290,000원",매수,SK증권,엔씨소프트3.pdf
서비스업,넥슨지티,2017.09.27,액스의 흥행효과에 신작 기대감 더해진다.,-원,매수,HI투자증권,[26190059]_041140.pdf
서비스업,삼성에스디에스,2021.10.28,대외사업 확대로 실적개선세 지속전망,"200,000원",매수(유지),SK증권,599840.pdf
서비스업,삼성에스디에스,2021.07.14,업황 대비 소외된 주가,"250,000원",매수(유지),SK증권,593875.pdf
서비스업,삼성에스디에스,2021.04.23,우호적인 영업환경으로 호실적 기록 ,"250,000원",매수(유지),SK증권,587633.pdf
서비스업,삼성에스디에스,2021.04.23,"경기회복, SI투자회복","260,000원",매수(유지),유안타증권,20210422151227327_1.pdf
서비스업,삼성에스디에스,2021.03.09,Recovery의 한 해가 될 것,"180,000원",Hold,DB금융투자,20210309_018260_100769_981.pdf
서비스업,삼성에스디에스,2021.01.29,물류가 견인한 호실적,"250,000원",매수(유지),SK증권,581539.pdf
서비스업,삼성에스디에스,2021.01.22,정책적 수혜와 그룹사 투자확대,"250,000원",매수(유지),SK증권,580933.pdf
서비스업,삼성에스디에스,2020.11.25,잘 헤쳐나가고 있다. 그저 튀지 않을 뿐,"180,000원",Hold,DB금융투자,20201125_018260_100769_960.pdf
서비스업,삼성에스디에스,2020.08.12,삼성그룹의 보이지 않는 힘. 그리고 미래 ,"220,000원",매수,유안타증권,20200811164556047_6.pdf
서비스업,삼성에스디에스,2020.07.27,IT투자 회복 시점이 중요,"210,000원",매수(유지),한화투자증권,566910.pdf
서비스업,삼성에스디에스,2020.07.27,때를 기다리고 있다.,"180,000원",Hold,DB금융투자,20200727_018260_100769_929.pdf
서비스업,삼성에스디에스,2020.07.03,무난하게 통과 중,"180,000원",Hold,DB금융투자,20200703_018260_100769_923.pdf
서비스업,삼성에스디에스,2020.06.29,2분기 저점으로 실적 개선 기대,"210,000원",매수(유지),한화투자증권,564468.pdf
서비스업,삼성에스디에스,2020.04.24,체력 비축기,"170,000원",매수,DB금융투자증권,20200424_018260_100769_908.pdf
서비스업,삼성에스디에스,2020.04.08,더 좋아질 수 있다.,"220,000원",매수,유안타증권,20200407160637353_1.pdf
서비스업,삼성에스디에스,2020.03.09,뒤로 물러날만큼 충분히 물러났다.,"200,000원",매수,DB금융투자증권,20200309_018260_100769_895.pdf
서비스업,삼성에스디에스,2019.11.29,대내외 외형 확장과 수익성 개선이 예상되는 2020 년,"250,000원",매수,SK증권,C002_UNIT_20191127132046_2500050.pdf
서비스업,삼성에스디에스,2019.10.25,하반기 통으로 봐야,"220,000원",매수,DB금융투자증권,20191025_018260_100769_863.pdf
서비스업,삼성에스디에스,2019.10.25,투자회복 실적회복 성장회복 기대,"270,000원",매수,유안타증권,20191024184026670_1.pdf
서비스업,삼성에스디에스,2019.09.27,순풍도 역풍도 아닌 무풍 ,"220,000원",매수,DB금융투자증권,20190927_018260_100769_857.pdf
서비스업,삼성에스디에스,2019.07.25,밖으로부터의 성장,"320,000원",매수,유안타증권,20190724202606967_1.pdf
서비스업,삼성에스디에스,2019.07.25,무난하고 무난하다,"220,000원",매수,DB증권,20190725_018260_100769_839.pdf
서비스업,삼성에스디에스,2019.04.26,다소 느려짐,"220,000원",매수,DB증권,20190426_018260_100769_814.pdf
서비스업,삼성에스디에스,2019.01.25,유종의 미 ,"220,000원",매수,DB증권,20190125_018260_100769_784.pdf
서비스업,삼성에스디에스,2019.01.25,성장과 이익률 개선을 동시에,"320,000원",매수(유지),유안타증권,20190124200554500_1.pdf
서비스업,삼성에스디에스,2018.10.26,잠깐의 쉬어가는 과정,"220,000원",Hold,DB증권,20181026_018260_100769_757.pdf
서비스업,삼성에스디에스,2018.09.03,제4차 산업혁명의 씨앗을 뿌려 성장할 듯,"320,000원",매수(유지),HI투자증권,[03070056]_018260.pdf
서비스업,삼성에스디에스,2018.07.30,무난하게 가고 있다.,"220,000원",Hold,DB증권,20180730_018260_100769_734.pdf
서비스업,삼성에스디에스,2018.05.02,"양호한 실적, 하지만 주가는 매력적이지 않다.","220,000원",매수,DB증권,20180502_018260_100769_709.pdf
서비스업,삼성에스디에스,2018.03.05,주주환원 확대 및 제4차 산업혁명 성장성 가시화,"320,000 원",매수,HI투자증권,[05073608]_018260.pdf
서비스업,삼성에스디에스,2018.01.17,블록체인 등 제4차 산업혁명 관련 성장성 가시화,"320,000원",매수,HI투자증권,[17073542]_018260.pdf
서비스업,삼성에스디에스,2017.11.21,제4차 산업혁명 관련 성장성 가시화,"250,000원",매수,HI투자증권,[21073935]_018260.pdf
서비스업,삼성에스디에스,2017.10.16,제4차 산업혁명 관련 성장성 가시화,"235,000원",매수,HI투자증권,[16070250]_018260.pdf
서비스업,삼성에스디에스,2017.03.29,분할은 연기됐지만...,"210,000원",매수,NH투자증권,NH투자20170329삼성SDS.pdf
서비스업,삼성에스디에스,2016.12.29,기대되는 기업 분할 이벤트,"300,000원",매수,NH투자증권,NH투자20161229삼성SDS.pdf
반도체,삼성전자,2021.10.29,"메모리 Cycle 축소, 23년 매출액 300조원","107,000원",매수(유지),유안타증권,20211028141615460_1.pdf
반도체,삼성전자,2021.10.29,업황을 좌우할 Capex 퍼즐,"96,000원",매수,메리츠증권,599961.pdf
반도체,삼성전자,2021.10.20,겨울이 오면 봄도 온다,"107,000원",매수(유지),유안타증권,20211018151250157_1.pdf
반도체,삼성전자,2021.10.20,"우려가 반영된 현재 주가, 장기 투자자에 기회","90,000원",매수(유지),SK증권,599401.pdf
반도체,삼성전자,2021.10.12,우려했던 NAND의 업황 둔화 가시화,"95,000원",매수(유지),키움증권,삼성전자_211012.pdf
반도체,삼성전자,2021.10.06,4Q21 분기 실적 감소 예상,"95,000원",매수(유지),키움증권,삼성전자_211006.pdf
반도체,삼성전자,2021.07.30,2Q21 Review,"107,000원",매수(유지),유안타증권,20210729191224073_1.pdf
반도체,삼성전자,2021.07.30,우려했던 것보다 좋을 것 같습니다,"101,000원",매수,하나금융투자,Samsung_Electronics_2021.07.30.pdf
반도체,삼성전자,2021.07.08,3Q21 하이퍼스케일러들의 서버 DRAM 재고 감소 예상,"105,000원",매수(유지),키움증권,삼성전자_210708.pdf
반도체,삼성전자,2021.07.08,빅뉴스가 필요해요,"101,000원",매수,하나금융투자,Samsung_Electronics_2021.07.08_.pdf
반도체,삼성전자,2021.06.24,단기 실적 모멘텀 vs. 4Q21이후 우려 요인,"107,000원",매수(유지),유안타증권,20210621095411483_1.pdf
반도체,삼성전자,2021.06.01,수익성 위주의 신중한 공급 증가,"96,000원",매수,메리츠증권,삼성전자_수익성 위주의 신중한 공급증가.pdf
반도체,삼성전자,2021.04.30,반도체 위주로 실적 추정치 상향,"111,000원",매수,하나금융투자,Samsung_Electronics_2021.04.30_(2).pdf
